record,record_id,species_common_name,species_abbreviation,species_scientific_name,count,lat
334,1100012,Cape petrel,DAPCAP,Daption capense,1,-45
335,1100012,Sooty shearwater,PUFGRI,Puffinus griseus,6,-45
336,1100012,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,2,-45
337,1100013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
338,1100013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45
339,1100013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-45
340,1100013,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-45
341,1100013,Sooty shearwater,PUFGRI,Puffinus griseus,3,-45
342,1100013,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,2,-45
343,1100014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
344,1100014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-45
345,1100014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
346,1100014,Prion ,PACSP,Pachyptila sp,30,-45
347,1100014,Sooty shearwater,PUFGRI,Puffinus griseus,2,-45
348,1100014,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,8,-45
349,1100015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
350,1100015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44
351,1100015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
352,1100016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
353,1100016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44
354,1100016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
355,1100016,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,2,-44
356,1100017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44
357,1100017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44
358,1100017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
359,1100017,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-44
360,1100017,Prion ,PACSP,Pachyptila sp,2,-44
361,1100017,White-faced storm petrel,PELMAR,Pelagodroma marina,1,-44
362,1100017,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,1,-44
363,1100018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
364,1100018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
365,1100018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44
366,1100018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
367,1100019,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-43
368,1100019,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-43
369,1100019,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-43
370,1100019,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-43
371,1100020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-43
372,1100020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-43
373,1100020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-43
374,1100020,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-43
375,1100021,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
376,1100021,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
377,1100021,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
378,1100022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42
379,1100022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
380,1100022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-42
381,1100022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42
382,1100022,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,3,-42
383,1100022,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,2,-42
384,1100023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
385,1100023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-42
386,1100023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42
387,1100023,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,4,-42
388,1100024,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
389,1100024,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-42
390,1100024,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
391,1100024,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,2,-42
392,1100025,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
393,1100025,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-42
394,1100025,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
395,1100025,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-42
396,1100026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-41
397,1100026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-41
398,1100026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-41
399,1100026,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-41
400,1100026,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-41
401,1100027,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40
402,1100027,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-40
403,1100028,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40
404,1100028,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40
405,1100028,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-40
406,1100028,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-40
407,1100029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
408,1100029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
409,1100029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
410,1100029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
411,1100029,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-39
412,1100030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
413,1100030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
414,1100030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
415,1100030,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,3,-39
416,1100031,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
417,1100031,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,5,-39
418,1100032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
419,1100032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
420,1100032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
421,1100032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
422,1100032,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,4,-39
423,1104001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.083333333333336
424,1104001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33.083333333333336
425,1104002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
426,1104002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
427,1104002,All dark petrel ,DRKPUN,NA,2,-33
428,1104003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
429,1104003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
430,1104003,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,42,-33
431,1104003,All dark petrel ,DRKPUN,NA,2,-33
432,1104004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
433,1104004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
434,1104004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
435,1104004,Wedge-tailed shearwater,PUFPAC,Puffinus pacificus,1,-33
436,1104005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.03333333333333
437,1104005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.03333333333333
438,1104005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33.03333333333333
439,1104005,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,20,-33.03333333333333
440,1104006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-32
441,1104006,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,50,-32
442,1104006,Pomarine skua,STEPOM,Stercorarius pomarinus,1,-32
443,1104006,Pomarine skua,STEPOM,Stercorarius pomarinus,1,-32
444,1104006,Crested tern,STEBER,Sterna bergii,20,-32
445,1104006,Tern ,STENSP,Sterna sp.,200,-32
446,1104006,Common tern,STEHIR,Sterna hirundo,30,-32
447,1104007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-32
448,1104007,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,30,-32
449,1104007,Crested tern,STEBER,Sterna bergii,9,-32
450,1104007,Common tern,STEHIR,Sterna hirundo,3,-32
451,1104007,Common tern,STEHIR,Sterna hirundo,30,-32
452,1104008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-32
453,1104008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-32
454,1104008,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,10,-32
455,1104008,Pomarine skua,STEPOM,Stercorarius pomarinus,2,-32
456,1104008,Pomarine skua,STEPOM,Stercorarius pomarinus,4,-32
457,1104008,Tern ,STENSP,Sterna sp.,50,-32
458,1104010,Pomarine skua,STEPOM,Stercorarius pomarinus,NA,-32
459,1104010,Jaeger ,STECSP,Stercorarius sp,NA,-32
460,1104011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
461,1104011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
462,1104011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
463,1104011,Providence petrel,PTESOL,Pterodroma solandri,2,-33
464,1104012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
465,1104012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
466,1104012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,5,-33
467,1104012,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,2,-33
468,1104013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
469,1104013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
470,1104013,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-33
471,1104013,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,250,-33
472,1104014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.166666666666664
473,1104014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33.166666666666664
474,1104014,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-33.166666666666664
475,1104014,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,300,-33.166666666666664
476,1104014,Sooty tern,ONYFUS,Onychoprion fuscatus,4,-33.166666666666664
477,1104015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
478,1104015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
479,1104015,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,2,-33
480,1104016,Sooty tern,ONYFUS,Onychoprion fuscatus,1,-33.4
481,1104017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
482,1104017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
483,1104018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
484,1104018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
485,1104018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
486,1104019,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
487,1104019,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
488,1104019,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
489,1104019,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-33
490,1104020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
491,1104020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
492,1104020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
493,1104020,Wedge-tailed shearwater,PUFPAC,Puffinus pacificus,1,-33
494,1104020,Sooty tern,ONYFUS,Onychoprion fuscatus,31,-33
495,1104021,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
496,1104021,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
497,1104021,Gould's petrel,PTELEU,Pterodroma leucoptera,1,-33
498,1104021,All dark petrel ,DRKPUN,NA,5,-33
499,1104021,Storm-petrel ,STPEUN,NA,1,-33
500,1104021,Sooty tern,ONYFUS,Onychoprion fuscatus,5,-33
501,1104022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.46666666666667
502,1104022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33.46666666666667
503,1104022,All dark shearwater ,PUFSPDRK,NA,1,-33.46666666666667
504,1104022,Sooty tern,ONYFUS,Onychoprion fuscatus,15,-33.46666666666667
505,1104023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
506,1104023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
507,1104023,Sooty tern,ONYFUS,Onychoprion fuscatus,2,-33
508,1104024,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
509,1104024,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
510,1104024,Sooty tern,ONYFUS,Onychoprion fuscatus,4,-33
511,1104025,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
512,1104025,All dark shearwater ,PUFSPDRK,NA,1,-33
513,1104026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
514,1104026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
515,1104026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
516,1104026,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
517,1104026,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-33
518,1104026,Cape petrel,DAPCAP,Daption capense,3,-33
519,1104026,All dark petrel ,DRKPUN,NA,1,-33
520,1104027,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
521,1104027,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
522,1104027,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
523,1104027,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
524,1104027,Jaeger ,STECSP,Stercorarius sp,1,-33
525,1104027,Tern ,STENSP,Sterna sp.,1,-33
526,1104028,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
527,1104028,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
528,1104028,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
529,1104028,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
530,1104028,Cape petrel,DAPCAP,Daption capense,1,-33
531,1104028,Sooty shearwater,PUFGRI,Puffinus griseus,1,-33
532,1104028,All dark petrel ,DRKPUN,NA,1,-33
533,1104029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33.85
534,1104029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33.85
535,1104029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.85
536,1104029,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33.85
537,1104029,Cape petrel,DAPCAP,Daption capense,1,-33.85
538,1104029,Wedge-tailed shearwater,PUFPAC,Puffinus pacificus,1,-33.85
539,1104030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
540,1104030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
541,1104030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
542,1104030,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
543,1104030,Cape petrel,DAPCAP,Daption capense,1,-33
544,1104031,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
545,1104031,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
546,1104031,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
547,1104031,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
548,1104031,Cape petrel,DAPCAP,Daption capense,1,-33
549,1104032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
550,1104032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
551,1104032,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
552,1104032,Cape petrel,DAPCAP,Daption capense,1,-33
553,1104032,Gadfly petrel ,PTESP,Pterodroma sp.,4,-33
554,1104033,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
555,1104033,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
556,1104033,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
557,1104033,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
558,1104033,All dark shearwater ,PUFSPDRK,NA,2,-33
559,1104034,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34.25
560,1104034,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34.25
561,1104034,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34.25
562,1104034,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-34.25
563,1104034,Giant petrel sensu lato,MACSP,Macronectes sp.,7,-34.25
564,1104034,Cape petrel,DAPCAP,Daption capense,6,-34.25
565,1104034,Buller's shearwater,PUFBUL,Puffinus bulleri,200,-34.25
566,1104034,Sooty shearwater,PUFGRI,Puffinus griseus,2,-34.25
567,1104035,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
568,1104035,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
569,1104035,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
570,1104035,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-34
571,1104035,Giant petrel sensu lato,MACSP,Macronectes sp.,4,-34
572,1104035,Cape petrel,DAPCAP,Daption capense,7,-34
573,1104036,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34.266666666666666
574,1104036,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34.266666666666666
575,1104036,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34.266666666666666
