record,record_id,species_common_name,species_abbreviation,species_scientific_name,count,lat
5617,4132032,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-47
5618,4132033,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-47
5619,4132033,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-47
5620,4132033,Prion ,PACSP,Pachyptila sp,2,-47
5621,4132033,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,3,-47
5622,4132034,White-headed petrel,PTELES,Pterodroma lessonii,1,-49.71666666666667
5623,4132034,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,39,-49.71666666666667
5624,4132035,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-49.85
5625,4132035,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,5,-49.85
5626,4132036,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-49.95
5627,4132036,White-headed petrel,PTELES,Pterodroma lessonii,1,-49.95
5628,4132036,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-49.95
5629,4132037,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,23,-50.03333333333333
5630,4132038,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,13,-50.21666666666667
5631,4132039,White-headed petrel,PTELES,Pterodroma lessonii,1,-50.333333333333336
5632,4132039,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,15,-50.333333333333336
5633,4132040,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,42,-50.53333333333333
5634,4132041,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-50.88333333333333
5635,4132041,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-50.88333333333333
5636,4132041,White-headed petrel,PTELES,Pterodroma lessonii,3,-50.88333333333333
5637,4132041,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,31,-50.88333333333333
5638,4132042,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-51.63333333333333
5639,4132042,White-headed petrel,PTELES,Pterodroma lessonii,2,-51.63333333333333
5640,4132042,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,14,-51.63333333333333
5641,4132043,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-53.3
5642,4132043,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,40,-53.3
5643,4132044,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,26,-53.416666666666664
5644,4132045,Prion ,PACSP,Pachyptila sp,1,-53.5
5645,4132045,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,19,-53.5
5646,4132046,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,20,-53.93333333333333
5647,4132047,White-headed petrel,PTELES,Pterodroma lessonii,1,-54.13333333333333
5648,4132047,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,16,-54.13333333333333
5649,4132048,Prion ,PACSP,Pachyptila sp,1,-54.38333333333333
5650,4132048,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,2,-54.38333333333333
5651,4132048,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-54.38333333333333
5652,4132049,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,5,-54.56666666666667
5653,4132050,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-55.15
5654,4132050,Prion ,PACSP,Pachyptila sp,1,-55.15
5655,4132050,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,5,-55.15
5656,4132050,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-55.15
5657,4132051,Northern giant petrel,MACHAL,Macronectes halli,1,-55.3
5658,4132051,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-55.3
5659,4132051,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,12,-55.3
5660,4132051,Black-bellied storm petrel,FRETRO,Fregetta tropica,10,-55.3
5661,4132051,Diving-petrel ,PELSP,Pelecanoides sp.,1,-55.3
5662,4132052,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,8,-55.483333333333334
5663,4132052,Black-bellied storm petrel,FRETRO,Fregetta tropica,3,-55.483333333333334
5664,4132053,White-headed petrel,PTELES,Pterodroma lessonii,1,-58.25
5665,4132053,Prion ,PACSP,Pachyptila sp,1,-58.25
5666,4132053,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,7,-58.25
5667,4132053,Black-bellied storm petrel,FRETRO,Fregetta tropica,8,-58.25
5668,4132054,Prion ,PACSP,Pachyptila sp,6,-58.35
5669,4132054,Sooty shearwater,PUFGRI,Puffinus griseus,1,-58.35
5670,4132054,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,2,-58.35
5671,4132054,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,12,-58.35
5672,4132054,Black-bellied storm petrel,FRETRO,Fregetta tropica,2,-58.35
5673,4132055,Northern giant petrel,MACHAL,Macronectes halli,1,-58.53333333333333
5674,4132055,Prion ,PACSP,Pachyptila sp,2,-58.53333333333333
5675,4132055,Sooty shearwater,PUFGRI,Puffinus griseus,1,-58.53333333333333
5676,4132055,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,3,-58.53333333333333
5677,4132055,Black-bellied storm petrel,FRETRO,Fregetta tropica,3,-58.53333333333333
5678,4132056,Prion ,PACSP,Pachyptila sp,1,-58.71666666666667
5679,4132056,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,7,-58.71666666666667
5680,4132056,Petrel ,PETRUN,NA,1,-58.71666666666667
5681,4132056,Black-bellied storm petrel,FRETRO,Fregetta tropica,4,-58.71666666666667
5682,4132057,White-headed petrel,PTELES,Pterodroma lessonii,1,-58.85
5683,4132057,Prion ,PACSP,Pachyptila sp,2,-58.85
5684,4132057,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,1,-58.85
5685,4132057,Black-bellied storm petrel,FRETRO,Fregetta tropica,6,-58.85
5686,4132058,Sooty shearwater,PUFGRI,Puffinus griseus,1,-58.96666666666667
5687,4132058,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,1,-58.96666666666667
5688,4132058,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,3,-58.96666666666667
5689,4132058,Black-bellied storm petrel,FRETRO,Fregetta tropica,4,-58.96666666666667
5690,4132059,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,21,-59.63333333333333
5691,4132060,[NO BIRDS RECORDED],NA,NA,NA,-59.81666666666667
5692,4132061,Sooty shearwater,PUFGRI,Puffinus griseus,2,-63.666666666666664
5693,4132061,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,24,-63.666666666666664
5694,4132062,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-64.75
5695,4132062,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,4,-64.75
5696,4132062,Prion ,PACSP,Pachyptila sp,1,-64.75
5697,4132062,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,500,-64.75
5698,4132062,Antarctic petrel,THAANT,Thalassoica antarctica,1,-64.75
5699,4132063,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-64.9
5700,4132063,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,10,-64.9
5701,4132063,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.9
5702,4132063,Prion ,PACSP,Pachyptila sp,2,-64.9
5703,4132063,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,12,-64.9
5704,4132064,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-65
5705,4132064,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,11,-65
5706,4132064,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65
5707,4132064,Prion ,PACSP,Pachyptila sp,1,-65
5708,4132065,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-65.41666666666667
5709,4132065,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,8,-65.41666666666667
5710,4132065,Southern giant petrel,MACGIG,Macronectes giganteus,1,-65.41666666666667
5711,4132065,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65.41666666666667
5712,4132065,Cape petrel,DAPCAP,Daption capense,2,-65.41666666666667
5713,4132065,Prion ,PACSP,Pachyptila sp,2,-65.41666666666667
5714,4132065,South Polar skua,CATMAC,Catharacta maccormicki,1,-65.41666666666667
5715,4132065,Antarctic petrel,THAANT,Thalassoica antarctica,4,-65.41666666666667
5716,4132066,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65
5717,4132066,Cape petrel,DAPCAP,Daption capense,3,-65
5718,4132066,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65
5719,4132066,Antarctic petrel,THAANT,Thalassoica antarctica,1,-65
5720,4132067,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-65.33333333333333
5721,4132067,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65.33333333333333
5722,4132067,Cape petrel,DAPCAP,Daption capense,1,-65.33333333333333
5723,4132068,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-65.25
5724,4132068,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-65.25
5725,4132068,Antarctic fulmar,FULGLA,Fulmarus glacialoides,5,-65.25
5726,4132068,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-65.25
5727,4132069,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-65.1
5728,4132069,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-65.1
5729,4132069,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65.1
5730,4132069,Cape petrel,DAPCAP,Daption capense,2,-65.1
5731,4132069,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-65.1
5732,4132070,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.95
5733,4132070,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-64.95
5734,4132070,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.95
5735,4132070,Cape petrel,DAPCAP,Daption capense,2,-64.95
5736,4132070,Mottled petrel,PTEINE,Pterodroma inexpectata,2,-64.95
5737,4132071,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-64.58333333333333
5738,4132071,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-64.58333333333333
5739,4132071,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.58333333333333
5740,4132072,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.5
5741,4132072,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-64.5
5742,4132073,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-64.5
5743,4132073,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-64.5
5744,4132073,Mottled petrel,PTEINE,Pterodroma inexpectata,2,-64.5
5745,4132073,Sooty shearwater,PUFGRI,Puffinus griseus,1,-64.5
5746,4132074,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.5
5747,4132074,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-64.5
5748,4132075,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.5
5749,4132075,Antarctic petrel,THAANT,Thalassoica antarctica,19,-64.5
5750,4132076,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-64.5
5751,4132076,White-headed petrel,PTELES,Pterodroma lessonii,1,-64.5
5752,4132077,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-64.5
5753,4132077,Antarctic petrel,THAANT,Thalassoica antarctica,10,-64.5
5754,4132078,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-64.5
5755,4132078,Southern giant petrel,MACGIG,Macronectes giganteus,1,-64.5
5756,4132078,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.5
5757,4132078,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-64.5
5758,4132078,Antarctic petrel,THAANT,Thalassoica antarctica,6,-64.5
5759,4132079,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.5
5760,4132080,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.5
5761,4132080,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,2,-64.5
5762,4132080,Southern giant petrel,MACGIG,Macronectes giganteus,1,-64.5
5763,4132080,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-64.5
5764,4132081,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.5
5765,4132081,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,6,-64.5
5766,4132082,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-64.51666666666667
5767,4132082,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,2,-64.51666666666667
5768,4132082,Southern giant petrel,MACGIG,Macronectes giganteus,1,-64.51666666666667
5769,4132082,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.51666666666667
5770,4132082,Antarctic petrel,THAANT,Thalassoica antarctica,12,-64.51666666666667
5771,4132083,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,3,-64.51666666666667
5772,4132084,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,4,-64.5
5773,4132084,Antarctic fulmar,FULGLA,Fulmarus glacialoides,4,-64.5
5774,4132085,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,4,-64.5
5775,4132085,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.5
5776,4132085,Antarctic petrel,THAANT,Thalassoica antarctica,1,-64.5
5777,4132086,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,4,-64.5
5778,4132086,South Polar skua,CATMAC,Catharacta maccormicki,1,-64.5
5779,4132086,Antarctic petrel,THAANT,Thalassoica antarctica,3,-64.5
5780,4132087,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,4,-64.5
5781,4132087,Antarctic fulmar,FULGLA,Fulmarus glacialoides,3,-64.5
5782,4132087,Antarctic petrel,THAANT,Thalassoica antarctica,1,-64.5
5783,4132088,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-64.55
5784,4132088,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.55
5785,4132088,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-64.55
5786,4132089,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-64.6
5787,4132089,Antarctic fulmar,FULGLA,Fulmarus glacialoides,9,-64.6
5788,4132089,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-64.6
5789,4132090,Cape petrel,DAPCAP,Daption capense,1,-64.6
5790,4132091,[NO BIRDS RECORDED],NA,NA,NA,-64.55
5791,4132092,Antarctic fulmar,FULGLA,Fulmarus glacialoides,11,-64.53333333333333
5792,4132092,Cape petrel,DAPCAP,Daption capense,1,-64.53333333333333
5793,4132093,Antarctic fulmar,FULGLA,Fulmarus glacialoides,3,-64.51666666666667
5794,4132094,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-64.53333333333333
5795,4132094,Antarctic fulmar,FULGLA,Fulmarus glacialoides,6,-64.53333333333333
5796,4132094,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-64.53333333333333
5797,4132094,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-64.53333333333333
5798,4132094,South Polar skua,CATMAC,Catharacta maccormicki,1,-64.53333333333333
5799,4132095,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.51666666666667
5800,4132095,Mottled petrel,PTEINE,Pterodroma inexpectata,6,-64.51666666666667
5801,4132095,South Polar skua,CATMAC,Catharacta maccormicki,1,-64.51666666666667
5802,4132095,Antarctic petrel,THAANT,Thalassoica antarctica,2,-64.51666666666667
5803,4132096,Antarctic fulmar,FULGLA,Fulmarus glacialoides,5,-64.5
5804,4132097,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-64.5
5805,4132097,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-64.5
5806,4132097,Arctic tern,STEPAR,Sterna paradisaea,5,-64.5
5807,4132097,Snow petrel,PAGNIV,Pagodroma nivea,1,-64.5
5808,4132098,[NO BIRDS RECORDED],NA,NA,NA,-64.5
5809,4132099,Cape petrel,DAPCAP,Daption capense,9,-65
5810,4132099,South Polar skua,CATMAC,Catharacta maccormicki,1,-65
5811,4132099,Arctic tern,STEPAR,Sterna paradisaea,122,-65
5812,4132099,Antarctic petrel,THAANT,Thalassoica antarctica,1,-65
5813,4132099,Snow petrel,PAGNIV,Pagodroma nivea,32,-65
5814,4132100,Antarctic fulmar,FULGLA,Fulmarus glacialoides,2,-65.05
5815,4132100,Cape petrel,DAPCAP,Daption capense,1,-65.05
5816,4132100,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.05
5817,4132100,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.05
5818,4132100,Adelie penguin,PYGADE,Pygoscelis adeliae,2,-65.05
5819,4132101,Cape petrel,DAPCAP,Daption capense,6,-65.05
5820,4132101,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.05
5821,4132101,South Polar skua,CATMAC,Catharacta maccormicki,3,-65.05
5822,4132101,Arctic tern,STEPAR,Sterna paradisaea,86,-65.05
5823,4132101,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.05
5824,4132101,Adelie penguin,PYGADE,Pygoscelis adeliae,3,-65.05
5825,4132102,Antarctic fulmar,FULGLA,Fulmarus glacialoides,2,-65.15
5826,4132102,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.15
5827,4132102,Arctic tern,STEPAR,Sterna paradisaea,71,-65.15
5828,4132102,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.15
5829,4132103,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.16666666666667
5830,4132103,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.16666666666667
5831,4132104,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,2,-65.2
5832,4132104,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.2
5833,4132104,Adelie penguin,PYGADE,Pygoscelis adeliae,2,-65.2
5834,4132105,Cape petrel,DAPCAP,Daption capense,5,-65.23333333333333
5835,4132105,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.23333333333333
5836,4132106,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65.3
5837,4132106,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.3
5838,4132106,Snow petrel,PAGNIV,Pagodroma nivea,5,-65.3
5839,4133001,Cape petrel,DAPCAP,Daption capense,2,-65.38333333333334
5840,4133001,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.38333333333334
5841,4133001,Snow petrel,PAGNIV,Pagodroma nivea,1,-65.38333333333334
5842,4133002,Antarctic fulmar,FULGLA,Fulmarus glacialoides,2,-65.36666666666666
5843,4133002,Cape petrel,DAPCAP,Daption capense,1,-65.36666666666666
5844,4133002,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.36666666666666
5845,4133002,South Polar skua,CATMAC,Catharacta maccormicki,1,-65.36666666666666
5846,4133002,Adelie penguin,PYGADE,Pygoscelis adeliae,1,-65.36666666666666
5847,4133003,Southern giant petrel,MACGIG,Macronectes giganteus,2,-65.33333333333333
5848,4133003,Antarctic fulmar,FULGLA,Fulmarus glacialoides,20,-65.33333333333333
5849,4133003,Cape petrel,DAPCAP,Daption capense,2,-65.33333333333333
5850,4133003,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,6,-65.33333333333333
5851,4133004,Antarctic fulmar,FULGLA,Fulmarus glacialoides,5,-65.31666666666666
5852,4133004,Cape petrel,DAPCAP,Daption capense,3,-65.31666666666666
5853,4133004,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.31666666666666
5854,4133004,Snow petrel,PAGNIV,Pagodroma nivea,3,-65.31666666666666
5855,4133004,Emperor penguin,APTFOR,Aptenodytes forsteri,8,-65.31666666666666
5856,4133004,Adelie penguin,PYGADE,Pygoscelis adeliae,1,-65.31666666666666
5857,4133005,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65.3
5858,4133005,Cape petrel,DAPCAP,Daption capense,5,-65.3
5859,4133005,South Polar skua,CATMAC,Catharacta maccormicki,1,-65.3
5860,4133005,Emperor penguin,APTFOR,Aptenodytes forsteri,1,-65.3
5861,4133006,Antarctic fulmar,FULGLA,Fulmarus glacialoides,2,-65.31666666666666
5862,4133006,Cape petrel,DAPCAP,Daption capense,3,-65.31666666666666
5863,4133006,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.31666666666666
5864,4133006,South Polar skua,CATMAC,Catharacta maccormicki,1,-65.31666666666666
5865,4133006,Snow petrel,PAGNIV,Pagodroma nivea,2,-65.31666666666666
5866,4133006,Emperor penguin,APTFOR,Aptenodytes forsteri,2,-65.31666666666666
5867,4133006,Adelie penguin,PYGADE,Pygoscelis adeliae,7,-65.31666666666666
5868,4133007,South Polar skua,CATMAC,Catharacta maccormicki,1,-65.3
5869,4133007,Snow petrel,PAGNIV,Pagodroma nivea,1,-65.3
5870,4133007,Adelie penguin,PYGADE,Pygoscelis adeliae,1,-65.3
5871,4133008,Cape petrel,DAPCAP,Daption capense,2,-65.26666666666667
5872,4133008,Snow petrel,PAGNIV,Pagodroma nivea,1,-65.26666666666667
5873,4133008,Adelie penguin,PYGADE,Pygoscelis adeliae,3,-65.26666666666667
5874,4133009,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65
5875,4133009,Antarctic petrel,THAANT,Thalassoica antarctica,1,-65
5876,4133009,Snow petrel,PAGNIV,Pagodroma nivea,1,-65
5877,4133010,Antarctic fulmar,FULGLA,Fulmarus glacialoides,2,-65.16666666666667
5878,4133010,Cape petrel,DAPCAP,Daption capense,4,-65.16666666666667
5879,4133010,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-65.16666666666667
5880,4133010,Snow petrel,PAGNIV,Pagodroma nivea,1,-65.16666666666667
5881,4133011,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-65
5882,4133011,Cape petrel,DAPCAP,Daption capense,7,-65
5883,4133011,Snow petrel,PAGNIV,Pagodroma nivea,5,-65
5884,4133011,Adelie penguin,PYGADE,Pygoscelis adeliae,1,-65
5885,4133012,Cape petrel,DAPCAP,Daption capense,2,-64.91666666666667
5886,4133012,Snow petrel,PAGNIV,Pagodroma nivea,1,-64.91666666666667
5887,4133012,Adelie penguin,PYGADE,Pygoscelis adeliae,1,-64.91666666666667
5888,4133013,Arctic tern,STEPAR,Sterna paradisaea,26,-64.83333333333333
5889,4133014,Antarctic fulmar,FULGLA,Fulmarus glacialoides,1,-63.666666666666664
5890,4133014,Antarctic petrel,THAANT,Thalassoica antarctica,1,-63.666666666666664
5891,4133015,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-63.516666666666666
5892,4133016,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-63.1
5893,4133017,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,3,-63.016666666666666
5894,4133018,[NO BIRDS RECORDED],NA,NA,NA,-62.95
5895,4133019,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-62.85
5896,4133019,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-62.85
5897,4133020,[NO BIRDS RECORDED],NA,NA,NA,-62.63333333333333
5898,4133021,[NO BIRDS RECORDED],NA,NA,NA,-61.53333333333333
5899,4133022,Sooty shearwater,PUFGRI,Puffinus griseus,120,-61.516666666666666
5900,4133023,Sooty shearwater,PUFGRI,Puffinus griseus,3,-61.483333333333334
5901,4133024,[NO BIRDS RECORDED],NA,NA,NA,-61.46666666666667
5902,4133025,[NO BIRDS RECORDED],NA,NA,NA,-61.43333333333333
5903,4133026,Sooty shearwater,PUFGRI,Puffinus griseus,40,-61.416666666666664
5904,4133027,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-61
5905,4133027,Sooty shearwater,PUFGRI,Puffinus griseus,250,-61
5906,4133028,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-61.266666666666666
5907,4133028,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-61.266666666666666
5908,4133028,Sooty shearwater,PUFGRI,Puffinus griseus,210,-61.266666666666666
5909,4133028,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-61.266666666666666
5910,4133029,Sooty shearwater,PUFGRI,Puffinus griseus,1,-61.18333333333333
5911,4133030,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-60.93333333333333
5912,4133030,Sooty shearwater,PUFGRI,Puffinus griseus,2,-60.93333333333333
5913,4133031,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-60.916666666666664
5914,4133031,Northern giant petrel,MACHAL,Macronectes halli,2,-60.916666666666664
5915,4133031,Sooty shearwater,PUFGRI,Puffinus griseus,29,-60.916666666666664
5916,4133031,Short-tailed shearwater,PUFTEN,Puffinus tenuirostris,1,-60.916666666666664
5917,4133032,Campbell black-browed mollymawk,THAIMP,Thalassarche impavida,1,-60.833333333333336
5918,4133033,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-60
5919,4133033,Sooty shearwater,PUFGRI,Puffinus griseus,2,-60
5920,4133034,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-60.7
5921,4133035,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-60.666666666666664
5922,4133035,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-60.666666666666664
5923,4133035,Sooty shearwater,PUFGRI,Puffinus griseus,3,-60.666666666666664
5924,4133035,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,1,-60.666666666666664
5925,4133035,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-60.666666666666664
5926,4133036,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-60.65
5927,4133036,Mottled petrel,PTEINE,Pterodroma inexpectata,1,-60.65
5928,4133037,Mottled petrel,PTEINE,Pterodroma inexpectata,2,-60.483333333333334
5929,4133037,Sooty shearwater,PUFGRI,Puffinus griseus,7,-60.483333333333334
5930,4133038,Sooty shearwater,PUFGRI,Puffinus griseus,12,-60.43333333333333
5931,4133039,White-headed petrel,PTELES,Pterodroma lessonii,2,-59.85
5932,4133039,Prion ,PACSP,Pachyptila sp,1,-59.85
5933,4133039,Sooty shearwater,PUFGRI,Puffinus griseus,1,-59.85
5934,4133039,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-59.85
5935,4133040,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-59.81666666666667
5936,4133040,White-headed petrel,PTELES,Pterodroma lessonii,1,-59.81666666666667
5937,4133040,Short-tailed / Sooty shearwater,PUFTENGRI,Puffinus tenuirostris / griseus,3,-59.81666666666667
